QueryID,DocID,Precision,Recall,System_Name
60,3087,1.0,0.037037037037037035,TFIDF
60,2967,0.5,0.037037037037037035,TFIDF
60,3142,0.3333333333333333,0.037037037037037035,TFIDF
60,2424,0.25,0.037037037037037035,TFIDF
60,1844,0.2,0.037037037037037035,TFIDF
60,2002,0.16666666666666666,0.037037037037037035,TFIDF
60,695,0.14285714285714285,0.037037037037037035,TFIDF
60,3026,0.125,0.037037037037037035,TFIDF
60,1366,0.1111111111111111,0.037037037037037035,TFIDF
60,2882,0.2,0.07407407407407407,TFIDF
60,1572,0.18181818181818182,0.07407407407407407,TFIDF
60,3092,0.16666666666666666,0.07407407407407407,TFIDF
60,2828,0.15384615384615385,0.07407407407407407,TFIDF
60,2876,0.14285714285714285,0.07407407407407407,TFIDF
60,1856,0.13333333333333333,0.07407407407407407,TFIDF
60,3025,0.125,0.07407407407407407,TFIDF
60,2812,0.11764705882352941,0.07407407407407407,TFIDF
60,2358,0.1111111111111111,0.07407407407407407,TFIDF
60,2342,0.10526315789473684,0.07407407407407407,TFIDF
60,2716,0.15,0.1111111111111111,TFIDF
60,2928,0.14285714285714285,0.1111111111111111,TFIDF
60,1747,0.13636363636363635,0.1111111111111111,TFIDF
60,3049,0.13043478260869565,0.1111111111111111,TFIDF
60,2421,0.125,0.1111111111111111,TFIDF
60,2516,0.16,0.14814814814814814,TFIDF
60,2625,0.15384615384615385,0.14814814814814814,TFIDF
60,2198,0.18518518518518517,0.18518518518518517,TFIDF
60,1462,0.17857142857142858,0.18518518518518517,TFIDF
60,1698,0.1724137931034483,0.18518518518518517,TFIDF
60,1750,0.16666666666666666,0.18518518518518517,TFIDF
60,2188,0.16129032258064516,0.18518518518518517,TFIDF
60,3112,0.15625,0.18518518518518517,TFIDF
60,2988,0.15151515151515152,0.18518518518518517,TFIDF
60,3136,0.14705882352941177,0.18518518518518517,TFIDF
60,2957,0.17142857142857143,0.2222222222222222,TFIDF
60,2816,0.19444444444444445,0.25925925925925924,TFIDF
60,2786,0.1891891891891892,0.25925925925925924,TFIDF
60,1264,0.18421052631578946,0.25925925925925924,TFIDF
60,2951,0.1794871794871795,0.25925925925925924,TFIDF
60,1695,0.175,0.25925925925925924,TFIDF
60,2311,0.17073170731707318,0.25925925925925924,TFIDF
60,1962,0.16666666666666666,0.25925925925925924,TFIDF
60,2852,0.16279069767441862,0.25925925925925924,TFIDF
60,3011,0.1590909090909091,0.25925925925925924,TFIDF
60,1518,0.15555555555555556,0.25925925925925924,TFIDF
60,2138,0.15217391304347827,0.25925925925925924,TFIDF
60,3158,0.14893617021276595,0.25925925925925924,TFIDF
60,2151,0.14583333333333334,0.25925925925925924,TFIDF
60,2379,0.14285714285714285,0.25925925925925924,TFIDF
60,1409,0.14,0.25925925925925924,TFIDF
60,2046,0.1568627450980392,0.2962962962962963,TFIDF
60,2817,0.17307692307692307,0.3333333333333333,TFIDF
60,2396,0.16981132075471697,0.3333333333333333,TFIDF
60,1589,0.16666666666666666,0.3333333333333333,TFIDF
60,2888,0.16363636363636364,0.3333333333333333,TFIDF
60,3056,0.16071428571428573,0.3333333333333333,TFIDF
60,1805,0.15789473684210525,0.3333333333333333,TFIDF
60,2359,0.15517241379310345,0.3333333333333333,TFIDF
60,1846,0.15254237288135594,0.3333333333333333,TFIDF
60,616,0.15,0.3333333333333333,TFIDF
60,2375,0.14754098360655737,0.3333333333333333,TFIDF
60,2740,0.14516129032258066,0.3333333333333333,TFIDF
60,2106,0.14285714285714285,0.3333333333333333,TFIDF
60,2486,0.140625,0.3333333333333333,TFIDF
60,2319,0.13846153846153847,0.3333333333333333,TFIDF
60,2147,0.13636363636363635,0.3333333333333333,TFIDF
60,670,0.13432835820895522,0.3333333333333333,TFIDF
60,2718,0.14705882352941177,0.37037037037037035,TFIDF
60,1711,0.14492753623188406,0.37037037037037035,TFIDF
60,2380,0.14285714285714285,0.37037037037037035,TFIDF
60,2771,0.14084507042253522,0.37037037037037035,TFIDF
60,2710,0.1527777777777778,0.4074074074074074,TFIDF
60,2738,0.1506849315068493,0.4074074074074074,TFIDF
60,2846,0.14864864864864866,0.4074074074074074,TFIDF
60,3070,0.14666666666666667,0.4074074074074074,TFIDF
60,2859,0.14473684210526316,0.4074074074074074,TFIDF
60,2016,0.14285714285714285,0.4074074074074074,TFIDF
60,3030,0.14102564102564102,0.4074074074074074,TFIDF
60,1930,0.13924050632911392,0.4074074074074074,TFIDF
60,2500,0.1375,0.4074074074074074,TFIDF
60,2720,0.13580246913580246,0.4074074074074074,TFIDF
60,1892,0.13414634146341464,0.4074074074074074,TFIDF
60,2377,0.14457831325301204,0.4444444444444444,TFIDF
60,2715,0.15476190476190477,0.48148148148148145,TFIDF
60,2680,0.15294117647058825,0.48148148148148145,TFIDF
60,1752,0.1511627906976744,0.48148148148148145,TFIDF
60,2931,0.14942528735632185,0.48148148148148145,TFIDF
60,1754,0.14772727272727273,0.48148148148148145,TFIDF
60,2669,0.14606741573033707,0.48148148148148145,TFIDF
60,3059,0.14444444444444443,0.48148148148148145,TFIDF
60,1470,0.14285714285714285,0.48148148148148145,TFIDF
60,585,0.14130434782608695,0.48148148148148145,TFIDF
60,2020,0.13978494623655913,0.48148148148148145,TFIDF
60,1677,0.13829787234042554,0.48148148148148145,TFIDF
60,3164,0.1368421052631579,0.48148148148148145,TFIDF
60,698,0.13541666666666666,0.48148148148148145,TFIDF
60,2298,0.13402061855670103,0.48148148148148145,TFIDF
60,2470,0.1326530612244898,0.48148148148148145,TFIDF
60,2247,0.13131313131313133,0.48148148148148145,TFIDF
60,2484,0.13,0.48148148148148145,TFIDF
