QueryID,DocID,Precision,Recall,System_Name
19,2973,1.0,0.09090909090909091,Cosine_Similarity
19,3075,1.0,0.18181818181818182,Cosine_Similarity
19,2570,0.6666666666666666,0.18181818181818182,Cosine_Similarity
19,2433,0.5,0.18181818181818182,Cosine_Similarity
19,2557,0.4,0.18181818181818182,Cosine_Similarity
19,3156,0.5,0.2727272727272727,Cosine_Similarity
19,2266,0.5714285714285714,0.36363636363636365,Cosine_Similarity
19,950,0.625,0.45454545454545453,Cosine_Similarity
19,1468,0.5555555555555556,0.45454545454545453,Cosine_Similarity
19,2838,0.5,0.45454545454545453,Cosine_Similarity
19,2114,0.45454545454545453,0.45454545454545453,Cosine_Similarity
19,2723,0.4166666666666667,0.45454545454545453,Cosine_Similarity
19,1957,0.38461538461538464,0.45454545454545453,Cosine_Similarity
19,1601,0.42857142857142855,0.5454545454545454,Cosine_Similarity
19,2289,0.4,0.5454545454545454,Cosine_Similarity
19,2692,0.375,0.5454545454545454,Cosine_Similarity
19,1536,0.35294117647058826,0.5454545454545454,Cosine_Similarity
19,3073,0.3333333333333333,0.5454545454545454,Cosine_Similarity
19,1554,0.3157894736842105,0.5454545454545454,Cosine_Similarity
19,2080,0.3,0.5454545454545454,Cosine_Similarity
19,1569,0.2857142857142857,0.5454545454545454,Cosine_Similarity
19,1603,0.2727272727272727,0.5454545454545454,Cosine_Similarity
19,1613,0.2608695652173913,0.5454545454545454,Cosine_Similarity
19,3175,0.2916666666666667,0.6363636363636364,Cosine_Similarity
19,2685,0.28,0.6363636363636364,Cosine_Similarity
19,2175,0.2692307692307692,0.6363636363636364,Cosine_Similarity
19,1158,0.25925925925925924,0.6363636363636364,Cosine_Similarity
19,2182,0.25,0.6363636363636364,Cosine_Similarity
19,2700,0.2413793103448276,0.6363636363636364,Cosine_Similarity
19,141,0.26666666666666666,0.7272727272727273,Cosine_Similarity
19,2195,0.25806451612903225,0.7272727272727273,Cosine_Similarity
19,2714,0.28125,0.8181818181818182,Cosine_Similarity
19,2727,0.2727272727272727,0.8181818181818182,Cosine_Similarity
19,1200,0.2647058823529412,0.8181818181818182,Cosine_Similarity
19,2740,0.2571428571428571,0.8181818181818182,Cosine_Similarity
19,1747,0.25,0.8181818181818182,Cosine_Similarity
19,2785,0.24324324324324326,0.8181818181818182,Cosine_Similarity
19,1262,0.23684210526315788,0.8181818181818182,Cosine_Similarity
19,1795,0.23076923076923078,0.8181818181818182,Cosine_Similarity
19,1811,0.225,0.8181818181818182,Cosine_Similarity
19,1302,0.21951219512195122,0.8181818181818182,Cosine_Similarity
19,2851,0.21428571428571427,0.8181818181818182,Cosine_Similarity
19,1828,0.20930232558139536,0.8181818181818182,Cosine_Similarity
19,2342,0.20454545454545456,0.8181818181818182,Cosine_Similarity
19,1325,0.2,0.8181818181818182,Cosine_Similarity
19,2865,0.1956521739130435,0.8181818181818182,Cosine_Similarity
19,1846,0.19148936170212766,0.8181818181818182,Cosine_Similarity
19,1341,0.1875,0.8181818181818182,Cosine_Similarity
19,1854,0.1836734693877551,0.8181818181818182,Cosine_Similarity
19,320,0.18,0.8181818181818182,Cosine_Similarity
19,2376,0.17647058823529413,0.8181818181818182,Cosine_Similarity
19,2895,0.17307692307692307,0.8181818181818182,Cosine_Similarity
19,2896,0.16981132075471697,0.8181818181818182,Cosine_Similarity
19,2898,0.16666666666666666,0.8181818181818182,Cosine_Similarity
19,2401,0.16363636363636364,0.8181818181818182,Cosine_Similarity
19,1409,0.16071428571428573,0.8181818181818182,Cosine_Similarity
19,392,0.15789473684210525,0.8181818181818182,Cosine_Similarity
19,1928,0.15517241379310345,0.8181818181818182,Cosine_Similarity
