QueryID,DocID,Precision,Recall,System_Name
11,2699,1.0,0.05263157894736842,BM25
11,1923,1.0,0.10526315789473684,BM25
11,2906,1.0,0.15789473684210525,BM25
11,2717,0.75,0.15789473684210525,BM25
11,3171,0.6,0.15789473684210525,BM25
11,2527,0.6666666666666666,0.21052631578947367,BM25
11,3148,0.5714285714285714,0.21052631578947367,BM25
11,2316,0.625,0.2631578947368421,BM25
11,3150,0.6666666666666666,0.3157894736842105,BM25
11,724,0.6,0.3157894736842105,BM25
11,2198,0.5454545454545454,0.3157894736842105,BM25
11,2246,0.5833333333333334,0.3684210526315789,BM25
11,3077,0.5384615384615384,0.3684210526315789,BM25
11,2716,0.5714285714285714,0.42105263157894735,BM25
11,2081,0.5333333333333333,0.42105263157894735,BM25
11,2320,0.5,0.42105263157894735,BM25
11,2705,0.47058823529411764,0.42105263157894735,BM25
11,3080,0.4444444444444444,0.42105263157894735,BM25
11,2003,0.42105263157894735,0.42105263157894735,BM25
11,1835,0.4,0.42105263157894735,BM25
11,265,0.38095238095238093,0.42105263157894735,BM25
11,1627,0.36363636363636365,0.42105263157894735,BM25
11,2787,0.34782608695652173,0.42105263157894735,BM25
11,1872,0.3333333333333333,0.42105263157894735,BM25
11,1861,0.32,0.42105263157894735,BM25
11,1903,0.3076923076923077,0.42105263157894735,BM25
11,281,0.2962962962962963,0.42105263157894735,BM25
11,2826,0.2857142857142857,0.42105263157894735,BM25
11,3057,0.27586206896551724,0.42105263157894735,BM25
11,2593,0.26666666666666666,0.42105263157894735,BM25
11,2398,0.25806451612903225,0.42105263157894735,BM25
11,1642,0.25,0.42105263157894735,BM25
11,2898,0.24242424242424243,0.42105263157894735,BM25
11,1769,0.23529411764705882,0.42105263157894735,BM25
11,2091,0.22857142857142856,0.42105263157894735,BM25
11,2542,0.2222222222222222,0.42105263157894735,BM25
11,2034,0.21621621621621623,0.42105263157894735,BM25
11,2873,0.21052631578947367,0.42105263157894735,BM25
11,2922,0.20512820512820512,0.42105263157894735,BM25
11,2317,0.2,0.42105263157894735,BM25
11,1676,0.1951219512195122,0.42105263157894735,BM25
11,3101,0.19047619047619047,0.42105263157894735,BM25
11,2897,0.18604651162790697,0.42105263157894735,BM25
11,1472,0.18181818181818182,0.42105263157894735,BM25
11,1703,0.17777777777777778,0.42105263157894735,BM25
11,2603,0.17391304347826086,0.42105263157894735,BM25
11,1459,0.1702127659574468,0.42105263157894735,BM25
11,3185,0.16666666666666666,0.42105263157894735,BM25
11,2295,0.16326530612244897,0.42105263157894735,BM25
11,1552,0.16,0.42105263157894735,BM25
11,1098,0.1568627450980392,0.42105263157894735,BM25
11,1425,0.15384615384615385,0.42105263157894735,BM25
11,3123,0.1509433962264151,0.42105263157894735,BM25
11,1366,0.14814814814814814,0.42105263157894735,BM25
11,3130,0.14545454545454545,0.42105263157894735,BM25
11,48,0.14285714285714285,0.42105263157894735,BM25
11,2867,0.14035087719298245,0.42105263157894735,BM25
11,2305,0.13793103448275862,0.42105263157894735,BM25
11,1852,0.13559322033898305,0.42105263157894735,BM25
11,2406,0.13333333333333333,0.42105263157894735,BM25
11,1678,0.13114754098360656,0.42105263157894735,BM25
11,2814,0.12903225806451613,0.42105263157894735,BM25
11,252,0.12698412698412698,0.42105263157894735,BM25
11,1710,0.125,0.42105263157894735,BM25
11,651,0.12307692307692308,0.42105263157894735,BM25
11,628,0.12121212121212122,0.42105263157894735,BM25
11,1145,0.11940298507462686,0.42105263157894735,BM25
11,2782,0.11764705882352941,0.42105263157894735,BM25
11,2254,0.11594202898550725,0.42105263157894735,BM25
11,1908,0.11428571428571428,0.42105263157894735,BM25
11,1179,0.11267605633802817,0.42105263157894735,BM25
11,1485,0.1111111111111111,0.42105263157894735,BM25
11,2219,0.1095890410958904,0.42105263157894735,BM25
11,1466,0.10810810810810811,0.42105263157894735,BM25
11,2661,0.10666666666666667,0.42105263157894735,BM25
11,920,0.10526315789473684,0.42105263157894735,BM25
11,795,0.1038961038961039,0.42105263157894735,BM25
11,2645,0.10256410256410256,0.42105263157894735,BM25
11,3058,0.10126582278481013,0.42105263157894735,BM25
11,479,0.1,0.42105263157894735,BM25
11,3119,0.09876543209876543,0.42105263157894735,BM25
11,321,0.0975609756097561,0.42105263157894735,BM25
11,1457,0.0963855421686747,0.42105263157894735,BM25
11,1142,0.09523809523809523,0.42105263157894735,BM25
11,2084,0.09411764705882353,0.42105263157894735,BM25
11,1188,0.10465116279069768,0.47368421052631576,BM25
11,1553,0.10344827586206896,0.47368421052631576,BM25
11,1720,0.10227272727272728,0.47368421052631576,BM25
11,1871,0.10112359550561797,0.47368421052631576,BM25
11,2002,0.1,0.47368421052631576,BM25
11,111,0.0989010989010989,0.47368421052631576,BM25
11,2928,0.09782608695652174,0.47368421052631576,BM25
11,2710,0.10752688172043011,0.5263157894736842,BM25
11,2651,0.10638297872340426,0.5263157894736842,BM25
11,3041,0.10526315789473684,0.5263157894736842,BM25
11,1911,0.10416666666666667,0.5263157894736842,BM25
11,2621,0.10309278350515463,0.5263157894736842,BM25
11,3040,0.10204081632653061,0.5263157894736842,BM25
11,1462,0.10101010101010101,0.5263157894736842,BM25
11,2647,0.1,0.5263157894736842,BM25
